word,happiness_score,standard_deviation
veux,5.24,1.08
way,5.24,1.42
wee,5.24,1.52
woah,5.24,1.62
work,5.24,2.1
fraction,5.23,1.37
depths,5.22,1.61
destino,5.22,1.01
nelly,5.22,1.77
rug,5.22,1.26
shed,5.22,1.26
18th,5.22,1.31
adjustment,5.22,1.13
afterward,5.22,1.09
ali,5.22,1.39
and,5.22,0.62
anderson,5.22,1.3
andrew,5.22,1.23
any,5.22,0.68
artery,5.22,1.3
as,5.22,0.76
baila,5.22,1.52
barbara,5.22,1.36
bernstein,5.22,1.58
bio,5.22,1.3
bits,5.22,0.86
briefs,5.22,0.91
cause,5.22,1.06
charles,5.22,1.33
chris,5.22,0.86
como,5.22,1.0
counties,5.22,1.02
counting,5.22,0.91
dc,5.22,1.36
defend,5.22,1.72
defending,5.22,1.5
dems,5.22,1.58
dexter,5.22,1.66
does,5.22,1.25
drama,5.22,2.24
excess,5.22,1.67
file,5.22,1.27
for,5.22,0.97
fordham,5.22,1.18
hartford,5.22,1.13
hours,5.22,1.04
immigrants,5.22,1.59
joe,5.22,0.93
kim,5.22,1.58
knicks,5.22,1.74
lambert,5.22,1.49
lane,5.22,1.02
lcd,5.22,1.42
lg,5.22,0.86
lois,5.22,1.27
mano,5.22,1.13
mia,5.22,1.39
mill,5.22,1.27
mondo,5.22,1.18
motors,5.22,1.42
nets,5.22,0.93
northern,5.22,1.33
officer,5.22,1.64
ohio,5.22,1.42
order,5.22,1.23
others,5.22,0.95
palabras,5.22,1.18
psychological,5.22,1.9
pump,5.22,1.07
real-estate,5.22,1.61
ridge,5.22,0.89
seems,5.22,0.97
sentence,5.22,1.45
suffolk,5.22,1.11
swallow,5.22,1.58
systems,5.22,1.22
tal,5.22,0.95
ted,5.22,0.89
thru,5.22,0.95
till,5.22,1.3
tim,5.22,1.28
tissues,5.22,1.54
too,5.22,0.84
trance,5.22,1.72
trick,5.22,1.67
typical,5.22,1.13
undertaken,5.22,1.36
usual,5.22,1.11
veins,5.22,1.36
whoa,5.22,1.76
wrist,5.22,1.13
ya,5.22,1.66
yankees,5.22,1.62
bibliography,5.21,1.6
masses,5.21,1.32
mente,5.21,1.24
norms,5.21,1.29
twist,5.21,1.38
criterion,5.2,1.27
eastside,5.2,1.4
mio,5.2,1.1
node,5.2,1.49
nombre,5.2,1.37
repeats,5.2,1.19
thereafter,5.2,1.32
agency's,5.2,1.37
alcohol,5.2,2.32
another,5.2,1.05
app,5.2,1.43
ask,5.2,1.87
berkeley,5.2,1.4
bonds,5.2,1.77
briefly,5.2,1.6
cab,5.2,1.53
carry,5.2,1.55
checking,5.2,1.37
continued,5.2,1.51
cunningham,5.2,1.18
dallas,5.2,1.59
dare,5.2,1.46
decade,5.2,1.07
dia,5.2,1.07
donde,5.2,1.62
during,5.2,0.99
economist,5.2,1.51
four,5.2,0.97
goldberg,5.2,1.5
gurl,5.2,1.34
happens,5.2,1.21
hebrew,5.2,1.41
immigration,5.2,1.36
inch,5.2,0.73
initially,5.2,0.73
intended,5.2,1.05
internal,5.2,1.31
itself,5.2,0.81
jaw,5.2,1.34
jeff,5.2,1.05
jersey,5.2,1.34
jetzt,5.2,1.12
john's,5.2,1.2
journalists,5.2,1.51
kevin,5.2,1.28
klein,5.2,1.07
knocking,5.2,1.31
lightning,5.2,1.88
lil,5.2,1.25
linger,5.2,1.69
loads,5.2,1.21
lobby,5.2,1.48
marketing,5.2,1.95
maurice,5.2,1.36
mayor's,5.2,1.31
medieval,5.2,1.6
mejor,5.2,1.46
moreover,5.2,0.97
necessity,5.2,1.46
negotiating,5.2,1.48
objects,5.2,1.41
pattinson,5.2,1.03
peel,5.2,1.4
percentage,5.2,0.81
physicians,5.2,1.65
pitcher,5.2,1.25
poco,5.2,1.37
retiring,5.2,2.16
return,5.2,1.47
retweeting,5.2,1.69
rick,5.2,1.03
rochester,5.2,1.34
rodriguez,5.2,0.83
rosen,5.2,1.6
russians,5.2,1.39
rutgers,5.2,1.46
secondary,5.2,1.16
sections,5.2,1.17
shes,5.2,1.32
slang,5.2,1.63
snap,5.2,1.63
tape,5.2,1.2
tighter,5.2,1.44
tires,5.2,1.37
turn,5.2,1.25
turns,5.2,0.9
van,5.2,1.43
viento,5.2,1.29
vuelve,5.2,0.97
warner,5.2,1.62
williams,5.2,0.97
yi,5.2,0.9
lotta,5.19,1.43
amar,5.19,1.18
dogg,5.19,1.7
dominant,5.19,2.0
retained,5.19,1.36
searched,5.19,1.3
turnin,5.19,1.14
kickin,5.18,1.89
ph,5.18,1.17
squad,5.18,1.38
tasks,5.18,1.45
duro,5.18,1.01
advocate,5.18,1.66
ahora,5.18,0.94
allan,5.18,1.04
back,5.18,1.24
barney,5.18,1.38
barry,5.18,0.94
basement,5.18,1.02
blowing,5.18,1.59
boards,5.18,1.08
bones,5.18,1.73
brick,5.18,1.22
candidates,5.18,1.48
cape,5.18,1.76
cha,5.18,0.83
chancellor,5.18,1.48
chap,5.18,1.72
china's,5.18,1.35
claim,5.18,1.49
classification,5.18,1.26
closet,5.18,1.14
cnn,5.18,1.45
collar,5.18,1.32
context,5.18,0.96
crawling,5.18,1.73
deborah,5.18,1.44
defense,5.18,1.53
democrat,5.18,2.02
election,5.18,1.35
etc,5.18,0.98
existing,5.18,1.67
from,5.18,1.22
gate,5.18,1.1
governor's,5.18,1.55
hardcore,5.18,2.07
has,5.18,1.55
hasta,5.18,1.04
horn,5.18,1.42
imperial,5.18,2.04
is,5.18,0.72
jacob,5.18,1.12
joint,5.18,1.64
jonathan,5.18,1.12
judith,5.18,1.1
kita,5.18,1.3
knees,5.18,1.12
legal,5.18,1.75
leonard,5.18,1.27
leslie,5.18,1.3
letting,5.18,1.37
lloyd,5.18,0.92
longer,5.18,1.17
lynn,5.18,1.29
minister,5.18,1.41
mon,5.18,1.59
monitor,5.18,1.79
month,5.18,1.34
mt,5.18,0.98
muy,5.18,0.9
ninth,5.18,0.98
notion,5.18,1.32
o'connor,5.18,1.16
ore,5.18,1.24
pac,5.18,1.41
penis,5.18,1.96
pete,5.18,1.55
phyllis,5.18,1.16
plug,5.18,1.02
pour,5.18,1.32
public,5.18,1.37
ra,5.18,1.57
render,5.18,1.32
reporters,5.18,1.35
retreat,5.18,1.97
returned,5.18,1.44
reuters,5.18,1.37
ritmo,5.18,1.26
roar,5.18,1.78
sera,5.18,1.19
shaw,5.18,0.96
simon,5.18,1.27
slick,5.18,1.65
sox,5.18,1.53
stepped,5.18,1.27
stuffed,5.18,1.3
take,5.18,1.51
urge,5.18,1.3
woh,5.18,1.38
yah,5.18,1.51
fuse,5.17,1.56
capitalism,5.16,2.45
doet,5.16,1.05
examine,5.16,1.39
laced,5.16,1.37
lado,5.16,1.14
spine,5.16,1.28
zeit,5.16,1.07
census,5.16,1.43
14th,5.16,0.74
81st,5.16,1.27
about,5.16,1.17
after-tax,5.16,1.73
apartments,5.16,1.58
are,5.16,0.79
ballot,5.16,1.3
barometer,5.16,0.96
basic,5.16,1.35
basin,5.16,1.61
betty,5.16,1.08
chain,5.16,1.53
cooper,5.16,1.02
cuomo,5.16,0.79
cyrus,5.16,1.48
depot,5.16,0.68
diane,5.16,0.77
diddy,5.16,1.35
dios,5.16,1.48
dos,5.16,1.33
downstairs,5.16,1.3
ds,5.16,1.17
ed,5.16,1.2
effect,5.16,1.09
ellen,5.16,1.4
feb,5.16,1.43
floor,5.16,1.25
fuego,5.16,1.2
gordon,5.16,1.23
greg,5.16,1.06
hari,5.16,1.53
hype,5.16,1.58
lang,5.16,0.68
leon,5.16,1.09
locker,5.16,0.96
lt,5.16,0.98
mil,5.16,0.62
mira,5.16,1.43
months,5.16,0.87
murray,5.16,1.17
nfl,5.16,1.9
notice,5.16,1.5
occur,5.16,1.23
ones,5.16,0.82
permission,5.16,1.56
platform,5.16,1.43
pointing,5.16,1.23
population,5.16,1.36
prevent,5.16,1.8
prolonged,5.16,1.58
react,5.16,1.28
remaining,5.16,1.28
reporter,5.16,1.35
rosenberg,5.16,1.23
sabes,5.16,1.11
she'll,5.16,1.02
staten,5.16,1.25
station,5.16,0.74
stein,5.16,1.2
such,5.16,0.77
suga,5.16,1.65
sweep,5.16,1.42
tendency,5.16,1.18
tested,5.16,1.11
their,5.16,0.87
thermal,5.16,1.49
troops,5.16,2.06
turner,5.16,1.02
utah,5.16,1.31
verizon,5.16,1.38
viene,5.16,1.13
vou,5.16,0.91
wears,5.16,0.98
whereby,5.16,1.13
ions,5.15,1.32
ing,5.15,0.87
posterior,5.15,1.44
anterior,5.14,1.15
bearing,5.14,1.53
complexity,5.14,1.71
copyright,5.14,1.8
haffi,5.14,1.21
lui,5.14,1.27
melting,5.14,1.57
10th,5.14,1.41
2pm,5.14,0.88
a1,5.14,1.64
adjusted,5.14,1.2
ann,5.14,0.78
antonio,5.14,1.26
aw,5.14,1.23
baller,5.14,1.11
ben,5.14,1.37
besides,5.14,1.11
bruce,5.14,1.29
calle,5.14,1.02
calor,5.14,1.57
cohen,5.14,0.86
conduct,5.14,1.32
cosa,5.14,1.03
district,5.14,1.01
eddie,5.14,1.41
endlessly,5.14,1.69
englewood,5.14,1.31
estoy,5.14,0.81
factors,5.14,0.9
farther,5.14,1.41
firms,5.14,1.18
fyi,5.14,0.76
gail,5.14,1.18
garcia,5.14,0.81
gente,5.14,0.97
governor,5.14,1.16
greenberg,5.14,1.39
harrison,5.14,1.11
havin,5.14,1.41
henry,5.14,0.9
hmmm,5.14,1.83
hypnotized,5.14,1.46
israelis,5.14,1.36
it'll,5.14,0.99
keith,5.14,0.97
knw,5.14,1.03
larry,5.14,1.37
laying,5.14,1.01
lesbian,5.14,2.11
louis,5.14,1.29
lovato,5.14,1.14
mets,5.14,1.21
mitchell,5.14,1.31
mu,5.14,1.26
onto,5.14,0.86
operated,5.14,1.31
pad,5.14,1.32
pittsburgh,5.14,1.39
poi,5.14,1.32
pre,5.14,1.01
puerto,5.14,1.53
regardless,5.14,1.26
region,5.14,1.14
rendered,5.14,1.21
repeat,5.14,1.25
retired,5.14,1.95
roberta,5.14,0.83
roy,5.14,1.37
seemed,5.14,1.05
shake,5.14,1.2
silence,5.14,1.74
somehow,5.14,0.93
soooo,5.14,0.95
stem,5.14,1.26
still,5.14,1.12
subsidies,5.14,1.5
supposed,5.14,1.12
tak,5.14,1.43
thou,5.14,1.05
thus,5.14,0.99
toes,5.14,1.5
track,5.14,1.14
verte,5.14,1.11
volver,5.14,1.25
weil,5.14,1.48
wet,5.14,1.41
y'all,5.14,1.53
yearning,5.14,1.57
jar,5.12,1.14
callin,5.12,1.33
hierarchy,5.12,1.9
latter,5.12,1.44
mirada,5.12,1.24
pum,5.12,1.15
territories,5.12,1.88
1-bath,5.12,1.42
9th,5.12,0.98
=p,5.12,1.08
anata,5.12,1.19
ankle,5.12,0.82
anyway,5.12,1.12
anyways,5.12,1.15
aww,5.12,1.84
backed,5.12,1.38
bare,5.12,1.72
bernard,5.12,1.0
boom,5.12,1.72
bulk,5.12,1.26
c'mon,5.12,1.35
c-after,5.12,0.87
c/o,5.12,1.12
cell,5.12,1.41
collins,5.12,1.19
comer,5.12,1.08
committee,5.12,1.24
contained,5.12,1.36
cops,5.12,1.85
coro,5.12,1.47
creo,5.12,1.15
crush,5.12,1.75
debating,5.12,1.55
deja,5.12,1.22
del,5.12,1.45
digo,5.12,1.08
duke,5.12,1.39
eleanor,5.12,0.98
extreme,5.12,1.69
foster,5.12,1.59
here's,5.12,0.98
hillary,5.12,1.42
jah,5.12,1.36
jason,5.12,1.32
jerusalem,5.12,1.79
juga,5.12,1.15
jurisdiction,5.12,1.52
kalo,5.12,0.98
kansas,5.12,1.02
ken,5.12,1.17
meine,5.12,1.3
ncaa,5.12,1.52
nyt,5.12,1.47
office,5.12,1.62
pas,5.12,1.15
policies,5.12,1.64
rear,5.12,1.47
reported,5.12,1.26
reporting,5.12,1.17
retweet,5.12,2.11
rounds,5.12,1.02
sais,5.12,1.49
shadows,5.12,1.73
side,5.12,0.72
silent,5.12,1.55
single,5.12,1.52
sixth,5.12,0.94
soldier,5.12,1.59
stairs,5.12,1.22
tau,5.12,0.96
territory,5.12,1.19
testimony,5.12,1.27
tex,5.12,1.19
tumbling,5.12,1.61
ty,5.12,1.19
typically,5.12,1.1
viii,5.12,1.22
von,5.12,0.92
wander,5.12,1.64
while,5.12,0.66
willie,5.12,1.47
wire,5.12,0.87
xx,5.12,1.17
ye,5.12,1.36
torch,5.11,1.81
brotha,5.1,1.61
conmigo,5.1,1.37
edges,5.1,1.53
amino,5.1,1.26
pause,5.1,1.19
populations,5.1,1.4
sealed,5.1,1.54
ren,5.1,1.03
20th,5.1,1.04
4th,5.1,1.18
aaron,5.1,1.09
according,5.1,0.99
administrative,5.1,1.58
albert,5.1,1.25
alleen,5.1,1.31
allen,5.1,1.3
ave,5.1,0.84
average,5.1,0.91
bases,5.1,1.04
before,5.1,0.93
bellwether,5.1,1.11
betta,5.1,1.42
between,5.1,0.65
bryan,5.1,1.45
bus,5.1,1.25
butt,5.1,1.85
ca,5.1,1.34
careful,5.1,1.4
carlos,5.1,1.46
cells,5.1,1.4
ceo,5.1,1.61
circuit,5.1,1.25
cliff,5.1,1.53
commissioner,5.1,1.09
consumption,5.1,1.8
curtis,5.1,1.02
davis,5.1,1.13
dealt,5.1,1.25
differential,5.1,1.36
dr,5.1,1.37
either,5.1,0.71
et,5.1,0.79
extent,5.1,1.31
factor,5.1,0.79
ff,5.1,0.91
gary,5.1,0.99
goldstein,5.1,1.17
he's,5.1,0.74
hou,5.1,1.43
huntington,5.1,1.22
ian,5.1,1.17
investigate,5.1,1.3
jb,5.1,0.99
jon,5.1,0.81
koch,5.1,1.4
lists,5.1,1.37
managers,5.1,1.36
mans,5.1,1.39
marc,5.1,1.27
marks,5.1,1.43
mata,5.1,1.34
merger,5.1,1.02
mich,5.1,0.89
minneapolis,5.1,1.56
mother-in-law,5.1,2.03
nhl,5.1,1.46
nick,5.1,1.58
o'brien,5.1,1.09
obey,5.1,1.88
omg,5.1,1.72
phat,5.1,1.62
pin,5.1,0.89
protestant,5.1,1.76
puts,5.1,0.65
quien,5.1,1.02
replacement,5.1,1.46
requests,5.1,1.05
rev,5.1,0.89
rogers,5.1,1.25
routine,5.1,1.33
sai,5.1,1.53
schwartz,5.1,1.11
smith,5.1,1.47
smokin,5.1,2.13
sobre,5.1,1.39
sont,5.1,0.97
stack,5.1,1.13
steelers,5.1,1.59
tablet,5.1,1.59
thats,5.1,0.89
there,5.1,0.71
these,5.1,0.58
toe,5.1,1.25
tooo,5.1,1.49
wayne,5.1,1.25
welfare,5.1,1.98
wolf,5.1,1.81
youre,5.1,1.37
youu,5.1,1.05
specimen,5.09,1.47
fait,5.08,1.22
hump,5.08,1.74
kg,5.08,1.3
trace,5.08,1.22
assuming,5.08,1.41
dmc,5.08,1.53
glue,5.08,1.38
neutral,5.08,1.11
provincial,5.08,1.37
questa,5.08,1.08
sempre,5.08,1.4
unto,5.08,1.08
whispered,5.08,1.58
12th,5.08,0.75
admitted,5.08,1.35
after,5.08,0.97
agent,5.08,1.44
albany,5.08,1.32
alfred,5.08,1.03
amid,5.08,1.14
az,5.08,0.99
base,5.08,1.05
berger,5.08,1.19
booked,5.08,1.55
bronxville,5.08,0.9
budget,5.08,1.78
buss,5.08,1.37
c-included,5.08,1.08
canaan,5.08,1.26
ch,5.08,1.29
commissioners,5.08,1.35
copie,5.08,1.07
cord,5.08,1.1
countdown,5.08,1.55
department's,5.08,1.1
districts,5.08,1.16
doug,5.08,0.9
eric,5.08,0.9
eugene,5.08,1.37
factory,5.08,1.5
falta,5.08,1.05
february,5.08,2.11
fence,5.08,1.35
fui,5.08,0.88
gilbert,5.08,0.99
hart,5.08,1.18
hij,5.08,1.05
hun,5.08,1.61
indonesia,5.08,1.75
jo,5.08,1.14
john,5.08,1.16
juan,5.08,1.07
knee,5.08,0.7
laws,5.08,1.45
listed,5.08,1.16
manhasset,5.08,1.31
marion,5.08,1.05
martinez,5.08,1.14
medicaid,5.08,1.86
medicine,5.08,1.69
meyer,5.08,1.19
might,5.08,1.23
morgen,5.08,0.9
morris,5.08,1.28
nas,5.08,0.9
necessarily,5.08,1.12
norman,5.08,1.28
noted,5.08,1.01
occasionally,5.08,1.48
ohhh,5.08,1.96
ooo,5.08,1.45
para,5.08,0.94
pls,5.08,1.69
quiere,5.08,1.32
requirement,5.08,1.51
schemes,5.08,1.56
scott,5.08,0.7
seconds,5.08,0.97
sen,5.08,0.99
sets,5.08,1.34
settle,5.08,1.44
seventh,5.08,0.67
so,5.08,0.9
soledad,5.08,1.38
specimens,5.08,1.5
squeeze,5.08,1.7
steel,5.08,1.16
stevens,5.08,1.01
stewart,5.08,1.12
stick,5.08,0.99
suis,5.08,0.83
tag,5.08,1.28
tattoo,5.08,2.08
therefore,5.08,1.26
timothy,5.08,1.28
told,5.08,1.38
transit,5.08,1.21
underground,5.08,1.51
va,5.08,1.38
wanted,5.08,1.78
week,5.08,1.45
yr,5.08,1.21
z,5.08,0.83
tiempo,5.06,0.94
denn,5.06,1.31
km,5.06,1.05
komt,5.06,1.03
mientras,5.06,0.92
swallowed,5.06,1.48
todas,5.06,1.52
puede,5.06,1.42
17th,5.06,1.04
19th,5.06,0.82
atl,5.06,0.96
aus,5.06,1.0
banker,5.06,1.49
belt,5.06,1.1
bend,5.06,1.32
cali,5.06,1.61
changed,5.06,1.1
changes,5.06,1.32
chill,5.06,2.1
committees,5.06,1.27
convo,5.06,1.25
corporation,5.06,1.46
decision,5.06,1.45
diego,5.06,0.82
diffusion,5.06,1.36
eighth,5.06,1.11
federation,5.06,1.3
five-year,5.06,1.08
flatbush,5.06,1.02
follows,5.06,1.61
frederick,5.06,1.25
ganas,5.06,1.08
gb,5.06,1.04
grab,5.06,1.33
hughes,5.06,0.93
ihn,5.06,0.98
interview,5.06,1.28
interviews,5.06,1.61
jag,5.06,1.57
kenneth,5.06,1.02
kerry,5.06,1.19
kimi,5.06,1.11
lakers,5.06,1.58
las,5.06,0.84
m,5.06,1.04
marilyn,5.06,1.63
mj,5.06,1.22
monitoring,5.06,1.25
moscow,5.06,1.42
moved,5.06,1.24
mujer,5.06,1.32
nel,5.06,0.96
nyu,5.06,1.11
one-year,5.06,0.89
p,5.06,0.74
phase,5.06,0.98
poder,5.06,1.25
primitive,5.06,1.54
rattle,5.06,1.54
reign,5.06,1.53
restated,5.06,1.08
rod,5.06,1.59
ruth,5.06,1.28
screening,5.06,1.43
sherman,5.06,0.87
socks,5.06,1.42
sought,5.06,1.3
speculation,5.06,1.48
spokesman,5.06,1.17
stones,5.06,1.25
streak,5.06,1.41
swept,5.06,1.49
sympathies,5.06,2.19
td,5.06,1.3
this,5.06,0.77
thompson,5.06,1.04
thunder,5.06,2.3
tiene,5.06,0.91
tin,5.06,0.96
tryin,5.06,1.41
tx,5.06,1.39
voy,5.06,0.65
vuoi,5.06,1.2
weeks,5.06,1.08
who,5.06,1.0
whoever,5.06,0.91
wil,5.06,0.98
avec,5.05,1.04
consequently,5.04,1.4
dynamite,5.04,2.23
judgement,5.04,1.57
thereby,5.04,1.11
voz,5.04,1.35
wooden,5.04,1.34
conquer,5.04,2.22
loco,5.04,1.71
onset,5.04,1.38
'the,5.04,0.64
7th,5.04,0.86
8th,5.04,0.75
ada,5.04,0.75
advertising,5.04,1.58
anders,5.04,0.88
aqui,5.04,1.05
aunque,5.04,0.99
b-included,5.04,1.41
bbm,5.04,1.03
been,5.04,1.18
biz,5.04,1.37
blair,5.04,1.21
blaze,5.04,1.52
bone,5.04,1.12
bosnian,5.04,1.34
break,5.04,1.82
bronx,5.04,1.26
cc,5.04,1.19
charged,5.04,1.59
cole,5.04,1.32
complex,5.04,1.59
dee,5.04,1.12
doc,5.04,1.48
edith,5.04,1.18
esta,5.04,0.78
fla,5.04,1.38
fleet,5.04,1.37
fred,5.04,0.81
fue,5.04,1.23
harlem,5.04,1.5
hav,5.04,0.81
herz,5.04,1.38
hmm,5.04,1.09
hombre,5.04,1.35
hoy,5.04,1.01
hrs,5.04,0.53
hut,5.04,1.29
into,5.04,0.88
j,5.04,0.86
llegar,5.04,1.16
mai,5.04,0.99
margin,5.04,0.99
measures,5.04,1.24
mei,5.04,0.9
mile,5.04,1.05
milton,5.04,1.47
mm,5.04,1.35
myers,5.04,1.37
nun,5.04,1.54
occupied,5.04,1.34
officially,5.04,1.28
other,5.04,1.05
ova,5.04,1.31
patient,5.04,2.01
presbyterian,5.04,1.48
ps,5.04,0.97
put,5.04,0.97
replace,5.04,1.18
robertson,5.04,0.9
rochelle,5.04,0.6
rss,5.04,0.97
s,5.04,0.49
searching,5.04,1.34
sha,5.04,0.9
sides,5.04,1.18
sittin,5.04,1.46
size,5.04,0.97
somos,5.04,1.11
spend,5.04,1.78
standin,5.04,0.92
stare,5.04,1.73
statistics,5.04,1.48
stone,5.04,1.47
sub,5.04,1.41
takes,5.04,1.14
tanto,5.04,1.23
that'll,5.04,1.01
theyre,5.04,0.95
tweetdeck,5.04,1.4
undercover,5.04,1.6
ves,5.04,1.18
vos,5.04,0.92
w/,5.04,0.97
whilst,5.04,1.21
wipe,5.04,1.43
corners,5.02,1.45
luz,5.02,1.38
nena,5.02,1.19
adesso,5.02,1.05
alle,5.02,1.23
betcha,5.02,1.51
curtain,5.02,1.41
getcha,5.02,1.57
mash,5.02,1.73
preach,5.02,1.92
puedo,5.02,1.18
strings,5.02,1.28
tubes,5.02,1.36
veo,5.02,1.16
6th,5.02,0.84
administrator,5.02,1.33
analysts,5.02,1.39
anyone,5.02,0.96
apologize,5.02,1.81
blacks,5.02,1.65
blvd,5.02,0.87
bu,5.02,1.15
burke,5.02,1.3
buses,5.02,1.02
c-net,5.02,1.33
carl,5.02,1.12
case,5.02,1.3
coleman,5.02,1.27
competing,5.02,1.66
controls,5.02,1.33
conventional,5.02,1.36
cuando,5.02,1.0
diagnostic,5.02,1.71
disclosure,5.02,0.96
documents,5.02,1.32
doy,5.02,1.1
draft,5.02,1.41
esse,5.02,1.22
estou,5.02,0.82
final,5.02,1.73
flat,5.02,1.24
flip,5.02,1.3
foot,5.02,1.29
gettin,5.02,1.38
gotta,5.02,1.19
happened,5.02,1.19
heeft,5.02,1.3
hot,5.02,1.92
ii,5.02,0.68
im,5.02,1.12
implied,5.02,1.04
industrial,5.02,1.38
israel's,5.02,1.3
it,5.02,0.74
ive,5.02,0.89
jerome,5.02,1.06
kaplan,5.02,1.1
kent,5.02,1.17
levine,5.02,1.12
lik,5.02,1.08
manager,5.02,1.5
marcia,5.02,1.2
mayer,5.02,1.15
meer,5.02,1.1
mi,5.02,0.91
mismo,5.02,1.3
nacht,5.02,1.44
necesito,5.02,1.33
necessary,5.02,1.15
newark,5.02,1.1
noch,5.02,1.15
ordinary,5.02,1.13
os,5.02,0.98
parameters,5.02,1.32
parking,5.02,1.44
pentagon,5.02,1.61
phantom,5.02,1.61
porque,5.02,1.02
pr,5.02,0.96
procedures,5.02,1.3
quarterly,5.02,1.13
random,5.02,1.22
rc,5.02,0.77
requiring,5.02,1.12
richardson,5.02,1.32
roth,5.02,0.8
sama,5.02,0.65
san,5.02,0.59
sc,5.02,0.87
schedule,5.02,1.39
setting,5.02,1.3
sleeve,5.02,1.36
slice,5.02,1.49
solitude,5.02,1.89
some,5.02,1.04
sou,5.02,1.2
stake,5.02,1.19
stamford,5.02,1.2
switch,5.02,1.06
teh,5.02,1.27
themselves,5.02,1.35
todd,5.02,1.06
tu,5.02,1.15
twittering,5.02,2.18
uni,5.02,1.32
veil,5.02,1.44
vous,5.02,1.22
vp,5.02,1.24
wana,5.02,1.48
westport,5.02,1.06
where,5.02,0.87
you've,5.02,1.13
binding,5.01,1.6
'cause,5.0,0.95
agents,5.0,1.29
alguien,5.0,0.93
assess,5.0,1.37
b-net,5.0,0.81
because,5.0,0.86
becker,5.0,1.34
boot,5.0,1.03
cada,5.0,1.23
carbon,5.0,1.43
coeur,5.0,1.58
commands,5.0,1.57
cosas,5.0,0.94
das,5.0,0.97
dated,5.0,1.69
diggin,5.0,1.67
executives,5.0,1.44
flipmode,5.0,1.29
forex,5.0,1.34
fourth,5.0,1.23
gosh,5.0,1.07
governing,5.0,1.58
herbert,5.0,1.25
hoo,5.0,1.31
hora,5.0,1.07
hush,5.0,1.5
id,5.0,1.09
indicated,5.0,1.25
jus,5.0,0.86
k,5.0,1.26
katz,5.0,1.55
kaufman,5.0,0.67
ku,5.0,1.23
la,5.0,0.86
listings,5.0,1.23
liver,5.0,1.84
luther,5.0,0.88
marjorie,5.0,1.25
marvin,5.0,0.99
mee,5.0,0.7
membrane,5.0,1.17
mir,5.0,1.09
neil,5.0,0.76
o'neill,5.0,1.16
odds,5.0,1.12
offices,5.0,1.44
otra,5.0,0.83
par,5.0,1.21
paying,5.0,1.88
peculiar,5.0,1.71
pensar,5.0,1.51
per,5.0,0.57
plain,5.0,1.44
price,5.0,1.4
priced,5.0,1.26
pursued,5.0,1.82
quero,5.0,0.64
questions,5.0,1.05
reports,5.0,1.51
ridgewood,5.0,1.09
ron,5.0,0.73
ronald,5.0,1.01
sentir,5.0,1.21
shaggy,5.0,1.48
situation,5.0,1.31
some1,5.0,0.99
something,5.0,0.86
standard,5.0,1.47
stir,5.0,1.29
su,5.0,1.05
supervisor,5.0,1.37
thereof,5.0,1.15
throat,5.0,1.03
throw,5.0,1.55
til,5.0,0.81
todo,5.0,1.43
tp,5.0,0.99
tra,5.0,1.14
trop,5.0,1.12
tweeters,5.0,1.9
using,5.0,1.05
vid,5.0,1.03
voglio,5.0,1.29
wa,5.0,1.14
waan,5.0,1.32
warren,5.0,1.11
weighted,5.0,1.14
where's,5.0,0.86
whereas,5.0,0.99
who's,5.0,1.16
wig,5.0,1.58
zu,5.0,0.61
zum,5.0,1.25
stretched,4.99,1.48
forty,4.99,1.37
16th,4.98,0.87
57th,4.98,0.87
5th,4.98,1.22
ai,4.98,0.98
bei,4.98,0.62
billy,4.98,1.15
bisa,4.98,0.82
btw,4.98,1.17
by,4.98,0.91
cloudy,4.98,1.86
compared,4.98,0.96
corp,4.98,1.41
cuba,4.98,1.45
d8,4.98,1.19
dartmouth,4.98,1.62
dei,4.98,1.2
denk,4.98,1.12
don,4.98,1.25
edge,4.98,1.25
edwards,4.98,1.24
een,4.98,1.13
ein,4.98,0.8
eine,4.98,0.98
episcopal,4.98,1.36
este,4.98,0.91
exec,4.98,1.22
hace,4.98,0.82
hits,4.98,2.19
hoes,4.98,1.52
howard,4.98,1.32
io,4.98,1.13
jadi,4.98,0.87
jeder,4.98,1.36
judicial,4.98,1.25
knot,4.98,1.41
line,4.98,1.2
mb,4.98,0.84
meu,4.98,0.71
mij,4.98,1.0
nails,4.98,1.48
needs,4.98,1.52
novo,4.98,1.35
nw,4.98,1.02
officers,4.98,1.67
ogni,4.98,1.12
ons,4.98,1.35
or,4.98,0.82
parliament,4.98,1.29
part,4.98,1.13
paso,4.98,1.19
piel,4.98,1.36
pork,4.98,1.86
pound,4.98,1.71
pres,4.98,1.1
question,4.98,1.73
rappers,4.98,2.16
rather,4.98,1.13
requirements,4.98,1.32
roundup,4.98,1.36
scarsdale,4.98,1.2
schneider,4.98,0.89
som,4.98,0.65
somethin,4.98,1.48
soooooo,4.98,1.45
stared,4.98,1.44
sumthin,4.98,1.35
syracuse,4.98,1.32
the,4.98,0.91
they'd,4.98,0.91
they've,4.98,1.06
three-year,4.98,0.89
throws,4.98,1.06
to,4.98,1.04
tudo,4.98,0.55
tuesday,4.98,1.06
wall,4.98,0.96
walsh,4.98,1.29
why,4.98,1.41
yesterday,4.98,1.32
clause,4.98,1.2
clit,4.98,2.13
hence,4.98,1.16
ml,4.98,0.92
babylon,4.98,1.91
